,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1103,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Main Sweet,40.72425593834911,-73.8206259241011,Candy Store
1104,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Pita Hot,40.72294037271778,-73.81964531702678,Middle Eastern Restaurant
1105,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Swan Delight,40.71994505478587,-73.82056611726254,Deli / Bodega
1106,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Chase Bank,40.726982,-73.821588,Bank
1107,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Main Street Bagels and Appetizing,40.7259644111601,-73.8215841709025,Bagel Shop
1108,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Uncle Tommy's,40.71974223885612,-73.82067506657279,Pizza Place
1109,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Te Amo,40.719875549110924,-73.81937033003913,Smoke Shop
1110,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Vleigh Playground,40.719334784278566,-73.82093928688005,Playground
1111,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Holy Schnitzel,40.725921,-73.821702,Restaurant
1112,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Annie's Kitchen,40.725985660292785,-73.82168898134572,Chinese Restaurant
1113,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Sushi Metsuyan,40.72635415070697,-73.82193597863674,Sushi Restaurant
1114,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Judge Moses Weinstein Playground,40.71889672096326,-73.81924482444585,Playground
1115,Kew Gardens Hills,40.722578244228046,-73.82087764933566,NYC Van and Limo,40.724407196045,-73.815971374512,Arts & Crafts Store
1116,Kew Gardens Hills,40.722578244228046,-73.82087764933566,Kissena Beverage,40.72597164149209,-73.8172965470309,Wine Bar
1117,Fresh Meadows,40.7343944653313,-73.78271337003264,Fresh Meadows Natural,40.733394099973125,-73.78366224909708,Grocery Store
1118,Fresh Meadows,40.7343944653313,-73.78271337003264,Fresh Meadows Pizzeria and Restaurant,40.73710970180682,-73.77816605290153,Pizza Place
1119,Fresh Meadows,40.7343944653313,-73.78271337003264,Rite Aid,40.733524,-73.783879,Pharmacy
1120,Fresh Meadows,40.7343944653313,-73.78271337003264,Becky's Nail Salon,40.733314910975814,-73.78324497596992,Cosmetics Shop
1121,Fresh Meadows,40.7343944653313,-73.78271337003264,MTA Q17 (188th & 73rd),40.732845713404615,-73.78313112400596,Bus Station
1122,Fresh Meadows,40.7343944653313,-73.78271337003264,Peking,40.73344446117437,-73.78348368253769,Chinese Restaurant
1123,Fresh Meadows,40.7343944653313,-73.78271337003264,Peking Chinese Restaurant,40.73339693032348,-73.78329263446204,Vegetarian / Vegan Restaurant
1124,Fresh Meadows,40.7343944653313,-73.78271337003264,James Painting and Construction,40.73535632201996,-73.78255963325499,Construction & Landscaping
1125,Fresh Meadows,40.7343944653313,-73.78271337003264,"MTA NYCT Q17 MTABus QM1, QM5, QM7, QM8, QM31, QM35 (188 Street/73rd Avenue)",40.73297551003404,-73.7830258230869,Bus Station
1126,Fresh Meadows,40.7343944653313,-73.78271337003264,MTA Q88 (73rd Ave. & 189th St),40.734052068037926,-73.78344520846876,Bus Station
1127,Fresh Meadows,40.7343944653313,-73.78271337003264,Amtrak 94,40.73451491845031,-73.779607512112,Train
1128,Fresh Meadows,40.7343944653313,-73.78271337003264,STJ Halal Stand,40.730829336153384,-73.78360032338671,Food Truck
1129,Fresh Meadows,40.7343944653313,-73.78271337003264,fresh medows anywhere,40.737574302564845,-73.77915939305682,Moving Target
1130,Fresh Meadows,40.7343944653313,-73.78271337003264,Farm Playground,40.735859388887086,-73.7773331538487,Playground
1131,Fresh Meadows,40.7343944653313,-73.78271337003264,New Hong Kong Garden,40.737109,-73.778004,Chinese Restaurant
1132,Briarwood,40.71093547252271,-73.81174822458634,The Panorama Cafe,40.71231715293416,-73.80652704968954,Coffee Shop
1133,Briarwood,40.71093547252271,-73.81174822458634,Double J Deli,40.70973794108642,-73.8075117068079,Deli / Bodega
1134,Briarwood,40.71093547252271,-73.81174822458634,McDonald's,40.713037,-73.812779,Fast Food Restaurant
1135,Briarwood,40.71093547252271,-73.81174822458634,84th Deli Grocery,40.71057492063447,-73.81573658228892,Deli / Bodega
1136,Briarwood,40.71093547252271,-73.81174822458634,Christ Deli,40.709688645553264,-73.80752641408975,Deli / Bodega
1137,Briarwood,40.71093547252271,-73.81174822458634,Parsons Discount Store,40.7096941672234,-73.80752900901354,Convenience Store
1138,Briarwood,40.71093547252271,-73.81174822458634,El Palacio del Taco,40.70969957301742,-73.8075103773224,Mexican Restaurant
1139,Briarwood,40.71093547252271,-73.81174822458634,Sweat Box Gym,40.709734,-73.80746,Gym
1140,Briarwood,40.71093547252271,-73.81174822458634,Dollar Store,40.713841,-73.809174,Arts & Crafts Store
1141,Briarwood,40.71093547252271,-73.81174822458634,"MTABus Q25, Q34 (Parsons Blvd/84th Rd-Hoover Ave.)",40.712209282312195,-73.8067742843469,Bus Station
1142,Briarwood,40.71093547252271,-73.81174822458634,Moon Tikka,40.713202,-73.807214,Indian Restaurant
1143,Jamaica Center,40.70465736068717,-73.79690165888289,Margherita Pizza,40.70466179650204,-73.79686045422818,Pizza Place
1144,Jamaica Center,40.70465736068717,-73.79690165888289,Don Nico's,40.70513359256214,-73.79925760949355,Mexican Restaurant
1145,Jamaica Center,40.70465736068717,-73.79690165888289,Blink Fitness Jamaica,40.704567909658294,-73.79682118686442,Gym
1146,Jamaica Center,40.70465736068717,-73.79690165888289,Jamaican Flavors,40.70559234462918,-73.79495109251091,Caribbean Restaurant
1147,Jamaica Center,40.70465736068717,-73.79690165888289,Starbucks,40.70360122835167,-73.79936436251222,Coffee Shop
1148,Jamaica Center,40.70465736068717,-73.79690165888289,Chase Bank,40.7038474,-73.7979005,Bank
1149,Jamaica Center,40.70465736068717,-73.79690165888289,Chipotle Mexican Grill,40.703575436580955,-73.79886941707173,Mexican Restaurant
1150,Jamaica Center,40.70465736068717,-73.79690165888289,The Children's Place,40.70447638408348,-73.79706887173234,Kids Store
1151,Jamaica Center,40.70465736068717,-73.79690165888289,PP Boy Japan Teriyaki & Sushi,40.70489618401879,-73.7990307819717,Japanese Restaurant
1152,Jamaica Center,40.70465736068717,-73.79690165888289,The Gap Factory,40.705757,-73.79372,Clothing Store
1153,Jamaica Center,40.70465736068717,-73.79690165888289,York College Performing Arts Center,40.702625337559105,-73.79467195614484,Performing Arts Venue
1154,Jamaica Center,40.70465736068717,-73.79690165888289,Jamaica Market,40.70422288458094,-73.79966517905731,Food Court
1155,Jamaica Center,40.70465736068717,-73.79690165888289,Jamaica Performing Arts Center (JPAC),40.70226162441744,-73.80170874439492,Performing Arts Venue
1156,Jamaica Center,40.70465736068717,-73.79690165888289,GameStop,40.704982,-73.795801,Video Game Store
1157,Jamaica Center,40.70465736068717,-73.79690165888289,T-Mobile,40.70446487877024,-73.79641056060791,Mobile Phone Shop
1158,Jamaica Center,40.70465736068717,-73.79690165888289,Dallas BBQ,40.70554897505237,-73.80171413658667,BBQ Joint
1159,Jamaica Center,40.70465736068717,-73.79690165888289,GNC,40.70420982330993,-73.7975716609795,Supplement Shop
1160,Jamaica Center,40.70465736068717,-73.79690165888289,Dollar Tree,40.704361689599665,-73.79239766567939,Discount Store
1161,Jamaica Center,40.70465736068717,-73.79690165888289,AT&T,40.705504414937906,-73.79535779356956,Mobile Phone Shop
1162,Jamaica Center,40.70465736068717,-73.79690165888289,Panda Express,40.703704,-73.798936,Chinese Restaurant
1163,Jamaica Center,40.70465736068717,-73.79690165888289,Walgreens,40.703495141892525,-73.7991324718882,Pharmacy
1164,Jamaica Center,40.70465736068717,-73.79690165888289,Boston Market,40.705406,-73.794668,American Restaurant
1165,Jamaica Center,40.70465736068717,-73.79690165888289,T-Mobile,40.706543598959726,-73.79272322453687,Mobile Phone Shop
1166,Jamaica Center,40.70465736068717,-73.79690165888289,Subway Store,40.70283424379221,-73.80012966927974,Sandwich Place
1167,Jamaica Center,40.70465736068717,-73.79690165888289,Verizon,40.7043924,-73.7978268,Mobile Phone Shop
1168,Jamaica Center,40.70465736068717,-73.79690165888289,K&G,40.70337866235854,-73.79988097353669,Men's Store
1169,Jamaica Center,40.70465736068717,-73.79690165888289,Dunkin',40.70623701708535,-73.79224111258293,Donut Shop
1170,Jamaica Center,40.70465736068717,-73.79690165888289,Old Navy,40.70353853685696,-73.79940711703792,Clothing Store
1171,Jamaica Center,40.70465736068717,-73.79690165888289,Modell's Sporting Goods,40.704951032913215,-73.79574395036454,Sporting Goods Shop
1172,Jamaica Center,40.70465736068717,-73.79690165888289,Taco Bell / Pizza Hut,40.703926,-73.799166,Pizza Place
1173,Jamaica Center,40.70465736068717,-73.79690165888289,Starbucks,40.70138312123458,-73.79670300712185,Coffee Shop
1174,Jamaica Center,40.70465736068717,-73.79690165888289,Applebee's Grill + Bar,40.7042989,-73.79805827,American Restaurant
1175,Jamaica Center,40.70465736068717,-73.79690165888289,Golden Krust Caribbean Bakery and Grill,40.70281213239041,-73.80002101567946,Caribbean Restaurant
1176,Jamaica Center,40.70465736068717,-73.79690165888289,Subway,40.70656926762866,-73.79217167131794,Sandwich Place
1177,Jamaica Center,40.70465736068717,-73.79690165888289,Jamaica Multiplex Cinemas,40.7026815,-73.799446,Multiplex
1178,Jamaica Center,40.70465736068717,-73.79690165888289,Jamaica YMCA,40.70500921834553,-73.80121299728097,Gym / Fitness Center
1179,Jamaica Center,40.70465736068717,-73.79690165888289,Popeyes Louisiana Kitchen,40.70284836361565,-73.80010580772968,Fried Chicken Joint
1180,Jamaica Center,40.70465736068717,-73.79690165888289,The Home Depot,40.7051308,-73.7927259,Hardware Store
1181,Jamaica Center,40.70465736068717,-73.79690165888289,Cookie's Dept. Store,40.706115929123094,-73.79317045211792,Department Store
1182,Jamaica Center,40.70465736068717,-73.79690165888289,"MTA NYCT Q20A, Q20B, Q44 (Merrick Blvd/Archer Avenue)",40.70465077955239,-73.79304405035866,Bus Stop
1183,Jamaica Center,40.70465736068717,-73.79690165888289,Halal Kennedy Fried Chicken,40.70897227143445,-73.79706613624695,Fried Chicken Joint
1184,Jamaica Center,40.70465736068717,-73.79690165888289,Hair N Beauty,40.70652,-73.79169,Health & Beauty Service
1185,Oakland Gardens,40.74561857141855,-73.75494976234332,Bi Won Korean Restaurant,40.74749115523934,-73.75594447104575,Korean Restaurant
1186,Oakland Gardens,40.74561857141855,-73.75494976234332,Gino's Pizzeria,40.74844544086946,-73.75649772102554,Pizza Place
1187,Oakland Gardens,40.74561857141855,-73.75494976234332,Flex Hot Yoga,40.749555134054496,-73.75502354609094,Yoga Studio
1188,Oakland Gardens,40.74561857141855,-73.75494976234332,Slim's Bagels & Bialy's,40.74927136697609,-73.75575441890172,Bagel Shop
1189,Oakland Gardens,40.74561857141855,-73.75494976234332,Fukuoka Shabu Shabu,40.748990024860994,-73.75671702292335,Taiwanese Restaurant
1190,Oakland Gardens,40.74561857141855,-73.75494976234332,FlexHotYoga,40.7490824432692,-73.75494266116154,Yoga Studio
1191,Oakland Gardens,40.74561857141855,-73.75494976234332,Chilsung Garden,40.74931991281684,-73.75536790382431,Korean Restaurant
1192,Oakland Gardens,40.74561857141855,-73.75494976234332,Rolly Kimbab,40.74853074631299,-73.756334784455,Korean Restaurant
1193,Oakland Gardens,40.74561857141855,-73.75494976234332,Little Dumpling,40.74904649620749,-73.75621007961144,Chinese Restaurant
1194,Oakland Gardens,40.74561857141855,-73.75494976234332,Red Mango,40.748587,-73.756174,Dessert Shop
1195,Oakland Gardens,40.74561857141855,-73.75494976234332,Empire Garden,40.74852095419004,-73.756457593467,Chinese Restaurant
1196,Oakland Gardens,40.74561857141855,-73.75494976234332,Baskin-Robbins,40.747537433761366,-73.75612587050745,Ice Cream Shop
1197,Oakland Gardens,40.74561857141855,-73.75494976234332,Chase Bank,40.748794,-73.756093,Bank
1198,Oakland Gardens,40.74561857141855,-73.75494976234332,River Japanese Cuisine,40.74802759297992,-73.7563485681792,Sushi Restaurant
1199,Oakland Gardens,40.74561857141855,-73.75494976234332,GNC,40.74884398611761,-73.75656829536683,Supplement Shop
1200,Oakland Gardens,40.74561857141855,-73.75494976234332,Dunkin',40.74825070799621,-73.75828505305844,Donut Shop
1201,Oakland Gardens,40.74561857141855,-73.75494976234332,Rite Aid,40.7483244,-73.7559043,Pharmacy
1202,Oakland Gardens,40.74561857141855,-73.75494976234332,Saigon Asian Cuisine,40.748120095980894,-73.75634506369491,Vietnamese Restaurant
1203,Oakland Gardens,40.74561857141855,-73.75494976234332,Key Food,40.747926011613416,-73.75632344390927,Supermarket
1204,Oakland Gardens,40.74561857141855,-73.75494976234332,Q27 Bus Stop (Springfield Blvd & 64 Ave),40.745511490654955,-73.75483881082307,Bus Stop
1205,Oakland Gardens,40.74561857141855,-73.75494976234332,SUBWAY / Nathans / Bubble Tea,40.74856854858671,-73.75636990103766,Sandwich Place
1206,Oakland Gardens,40.74561857141855,-73.75494976234332,Dunkin',40.7474587741785,-73.7560930064314,Donut Shop
1207,Oakland Gardens,40.74561857141855,-73.75494976234332,Dime Community Bank,40.748085543995806,-73.75652331222881,Bank
1208,Oakland Gardens,40.74561857141855,-73.75494976234332,Red Arrow Card & Stationary,40.748499008592354,-73.75633918258865,Gift Shop
1209,Oakland Gardens,40.74561857141855,-73.75494976234332,John Zangler Watch Expert,40.74924736091592,-73.7562522777097,Jewelry Store
1210,Oakland Gardens,40.74561857141855,-73.75494976234332,Patoug Food,40.748759,-73.757744,Food
1211,Oakland Gardens,40.74561857141855,-73.75494976234332,Four Guys Deli,40.748872,-73.757574,Deli / Bodega
1212,Oakland Gardens,40.74561857141855,-73.75494976234332,MTA - Q27/Q30 Bus Stop,40.74979376603404,-73.75712113093442,Bus Station
1213,Queens Village,40.718893092167356,-73.73871484578424,Popeyes Louisiana Kitchen,40.71801709184164,-73.73655306738677,Fried Chicken Joint
1214,Queens Village,40.718893092167356,-73.73871484578424,Kyodai Karate Do,40.71880300000001,-73.73452449999999,Martial Arts Dojo
1215,Queens Village,40.718893092167356,-73.73871484578424,SUBWAY,40.71797833031035,-73.73675239330278,Sandwich Place
1216,Queens Village,40.718893092167356,-73.73871484578424,T-Mobile,40.71849648562736,-73.73591467738152,Mobile Phone Shop
1217,Queens Village,40.718893092167356,-73.73871484578424,Dollar Tree,40.716835625,-73.7419225,Discount Store
1218,Queens Village,40.718893092167356,-73.73871484578424,RetroCraze Salon & Spa,40.71721391915617,-73.74052621123253,Salon / Barbershop
1219,Queens Village,40.718893092167356,-73.73871484578424,Chase Bank,40.71845277804792,-73.73603403568268,Bank
1220,Queens Village,40.718893092167356,-73.73871484578424,TD Bank,40.71645955370816,-73.7424894460355,Bank
1221,Queens Village,40.718893092167356,-73.73871484578424,Dunkin',40.71780406578222,-73.73659808158374,Donut Shop
1222,Queens Village,40.718893092167356,-73.73871484578424,Las Delicias,40.71782230099188,-73.73715814277884,Latin American Restaurant
1223,Queens Village,40.718893092167356,-73.73871484578424,Village Diner,40.71778987937812,-73.73674249141669,Diner
1224,Queens Village,40.718893092167356,-73.73871484578424,MTA Bus & NICE Bus - Q36/Q36LTD/N24 @ Jamaica Avenue and Springfield Blvd,40.718234513763,-73.73573036720683,Bus Stop
1225,Queens Village,40.718893092167356,-73.73871484578424,Queens Village Veterans Plaza,40.718391919271475,-73.73553767230987,Pedestrian Plaza
1226,Queens Village,40.718893092167356,-73.73871484578424,99 Cent City,40.71792910708771,-73.73492280953518,Department Store
1227,Queens Village,40.718893092167356,-73.73871484578424,Pates Plus Bakery,40.716799,-73.73527,Bakery
1228,Queens Village,40.718893092167356,-73.73871484578424,Howard Johnson Inn Queens Village,40.71899923953011,-73.73380605519017,Hotel
1229,Queens Village,40.718893092167356,-73.73871484578424,Emilio's Mexican Grill,40.719885122326474,-73.73293454883773,Mexican Restaurant
1230,Hollis,40.71124344191904,-73.75925009335594,Family Dollar,40.7136928640485,-73.75899874179703,Discount Store
1231,Hollis,40.71124344191904,-73.75925009335594,T-Mobile,40.71344078534091,-73.75414565205574,Mobile Phone Shop
1232,Hollis,40.71124344191904,-73.75925009335594,SUBWAY,40.713686576764125,-73.75438489048284,Sandwich Place
1233,Hollis,40.71124344191904,-73.75925009335594,Subway,40.71235262813331,-73.76447759321395,Sandwich Place
1234,Hollis,40.71124344191904,-73.75925009335594,Haggerty Park,40.712939869314226,-73.7584643908529,Baseball Field
1235,Hollis,40.71124344191904,-73.75925009335594,Lion Paw Studios,40.711972,-73.76073,Music Venue
1236,Hollis,40.71124344191904,-73.75925009335594,CTown Supermarkets,40.712355358637396,-73.76444435710695,Grocery Store
1237,Hollis,40.71124344191904,-73.75925009335594,Popeyes Louisiana Kitchen,40.712359844133566,-73.76449533702956,Fried Chicken Joint
1238,Hollis,40.71124344191904,-73.75925009335594,New Ho Wah,40.71234422072162,-73.7644111194512,Chinese Restaurant
1239,Hollis,40.71124344191904,-73.75925009335594,Avenue Z Desserts,40.71237516015064,-73.76442383298371,Bakery
1240,Hollis,40.71124344191904,-73.75925009335594,Franhill Shopping Center,40.71235142214031,-73.7644610562394,Shopping Mall
1241,Hollis,40.71124344191904,-73.75925009335594,KFC,40.71180679292641,-73.7646237045488,Fried Chicken Joint
1242,Hollis,40.71124344191904,-73.75925009335594,Popeyes Louisiana Kitchen,40.713683,-73.754875,Fast Food Restaurant
1243,Hollis,40.71124344191904,-73.75925009335594,Franhill Plaza,40.71235289292441,-73.76447980790829,Shopping Mall
1244,Hollis,40.71124344191904,-73.75925009335594,Jamaica Park,40.712350543130086,-73.76447795458934,Park
1245,South Jamaica,40.696911253789885,-73.7904261313554,Baskin-Robbins,40.69748,-73.79223,Ice Cream Shop
1246,South Jamaica,40.696911253789885,-73.7904261313554,Anita's Roti Shop,40.699234926963385,-73.79295587539673,Caribbean Restaurant
1247,South Jamaica,40.696911253789885,-73.7904261313554,Fine Fare Supermarkets,40.69731047696419,-73.78583262433102,Supermarket
1248,South Jamaica,40.696911253789885,-73.7904261313554,Bravo Supermarkets,40.6951785700741,-73.7902872161547,Grocery Store
1249,South Jamaica,40.696911253789885,-73.7904261313554,Three Brothers,40.694590521605164,-73.78989099341038,Pizza Place
1250,South Jamaica,40.696911253789885,-73.7904261313554,MTA Regional Bus Operations - Jamaica Depot,40.69984688306075,-73.79171767158648,Bus Station
1251,South Jamaica,40.696911253789885,-73.7904261313554,MTA - Bus Stop,40.6998348570268,-73.78870755831596,Bus Station
1252,South Jamaica,40.696911253789885,-73.7904261313554,"MTA Q111, Q113 (Guy Brewer Blvd/109 Ave)",40.69323164849999,-73.78895458661012,Bus Station
1253,South Jamaica,40.696911253789885,-73.7904261313554,Wonder Bread,40.70057060984784,-73.78886841398413,Bakery
1254,South Jamaica,40.696911253789885,-73.7904261313554,NYCT Buses -Jamaica Depot,40.700799711291936,-73.78963247663522,Bus Line
1255,South Jamaica,40.696911253789885,-73.7904261313554,Sebastiancarl Development Corporation,40.698226304266946,-73.79563808441162,Home Service
1256,St. Albans,40.69444538522359,-73.75867603727717,The Smokehouse,40.69206164216117,-73.76123448080502,Caribbean Restaurant
1257,St. Albans,40.69444538522359,-73.75867603727717,jamaican flavors,40.69142022601328,-73.76245200083866,Caribbean Restaurant
1258,St. Albans,40.69444538522359,-73.75867603727717,Nu Urban Cafe,40.69173654146509,-73.76256610113279,Café
1259,St. Albans,40.69444538522359,-73.75867603727717,7-Eleven,40.6912721,-73.7620648,Convenience Store
1260,St. Albans,40.69444538522359,-73.75867603727717,Family Dollar,40.69528521366818,-73.76298047333114,Discount Store
1261,St. Albans,40.69444538522359,-73.75867603727717,Dunkin',40.6920588937116,-73.76197392456254,Donut Shop
1262,St. Albans,40.69444538522359,-73.75867603727717,Popeyes Louisiana Kitchen,40.6910464757166,-73.76225093358657,Fast Food Restaurant
1263,St. Albans,40.69444538522359,-73.75867603727717,Burger King,40.693077,-73.757082,Fast Food Restaurant
1264,St. Albans,40.69444538522359,-73.75867603727717,VIP Deli,40.69604411423037,-73.7593837034113,Deli / Bodega
1265,St. Albans,40.69444538522359,-73.75867603727717,Panda Chinese Restaurant,40.693559321613336,-73.7555283081094,Chinese Restaurant
1266,St. Albans,40.69444538522359,-73.75867603727717,Fah Mas,40.69579052646841,-73.76164174702575,Caribbean Restaurant
1267,St. Albans,40.69444538522359,-73.75867603727717,Vital Health Foods,40.69328886529061,-73.75548234169737,Market
1268,St. Albans,40.69444538522359,-73.75867603727717,islandHop868,40.692190517097046,-73.7555980682373,Dance Studio
1269,St. Albans,40.69444538522359,-73.75867603727717,Crown Fried Chicken,40.691949733145506,-73.76201265873006,Southern / Soul Food Restaurant
1270,St. Albans,40.69444538522359,-73.75867603727717,Jasper Performing Arts Center,40.69400656562073,-73.75362022209065,Dance Studio
1271,St. Albans,40.69444538522359,-73.75867603727717,199-13 Food Corp,40.69307300202256,-73.75350577601792,Deli / Bodega
1272,St. Albans,40.69444538522359,-73.75867603727717,Linden Plaza,40.69422110739295,-73.75294842694423,Shopping Mall
1273,Rochdale,40.67521139591733,-73.77258787620906,ideal food basket,40.67359761736595,-73.77153546999746,Market
1274,Rochdale,40.67521139591733,-73.77258787620906,SUBWAY,40.67337090902398,-73.77073358283094,Sandwich Place
1275,Rochdale,40.67521139591733,-73.77258787620906,Dunkin',40.673367069394175,-73.77058164362847,Café
1276,Rochdale,40.67521139591733,-73.77258787620906,Checkers,40.67405492747334,-73.77655801152736,Fast Food Restaurant
1277,Rochdale,40.67521139591733,-73.77258787620906,Chase Bank,40.67824592103535,-73.77660512924194,Bank
1278,Rochdale,40.67521139591733,-73.77258787620906,Kelly's Coffee Shop,40.67399987043896,-73.77034601172306,Breakfast Spot
1279,Rochdale,40.67521139591733,-73.77258787620906,Variety Drugs,40.6735554939805,-73.77071962981137,Pharmacy
1280,Rochdale,40.67521139591733,-73.77258787620906,Kelly's Pizza & Fried Chicken,40.673782,-73.770355,Pizza Place
1281,Rochdale,40.67521139591733,-73.77258787620906,Southern Flair Restaurant,40.673680286544204,-73.77025425469367,Southern / Soul Food Restaurant
1282,Rochdale,40.67521139591733,-73.77258787620906,Ideal Food Basket,40.67348075293363,-73.77040937985319,Market
1283,Rochdale,40.67521139591733,-73.77258787620906,Circle 5 Market,40.67305723624037,-73.77398625358182,Candy Store
1284,Rochdale,40.67521139591733,-73.77258787620906,"Magic Soul Food, Inc",40.6720634,-73.7750724,Southern / Soul Food Restaurant
1285,Rochdale,40.67521139591733,-73.77258787620906,New Ming Garden,40.67297944694864,-73.77549742481848,Chinese Restaurant
1286,Rochdale,40.67521139591733,-73.77258787620906,K.A.M Laundromat & Wash,40.672314,-73.774756,Laundromat
1287,Rochdale,40.67521139591733,-73.77258787620906,"MTA Q111, Q113, QM21 (Guy Brewer Blvd/137 Ave)",40.672047721002464,-73.7745460063883,Bus Station
1288,Rochdale,40.67521139591733,-73.77258787620906,Wine & Liquor Market,40.67229181706369,-73.77523543582306,Liquor Store
1289,Rochdale,40.67521139591733,-73.77258787620906,Mta Q85 133ave Bedell,40.67637544076942,-73.76811033310477,Bus Stop
1290,Rochdale,40.67521139591733,-73.77258787620906,Jays Pizza,40.67824390234086,-73.77643044120927,Food Court
1291,Rochdale,40.67521139591733,-73.77258787620906,East Ming Dragon Restaurant,40.678376,-73.776561,Asian Restaurant
1292,Springfield Gardens,40.666230490368584,-73.76042092682287,Springfield Park,40.66593177436769,-73.7580643871646,Park
1293,Springfield Gardens,40.666230490368584,-73.76042092682287,Cross Island Sports & Fitness,40.66539215799292,-73.75747060035175,Gym
1294,Springfield Gardens,40.666230490368584,-73.76042092682287,Popeyes Louisiana Kitchen,40.66664231209729,-73.7573473852118,Fried Chicken Joint
1295,Springfield Gardens,40.666230490368584,-73.76042092682287,Dunkin',40.66787527337825,-73.76323451018806,Donut Shop
1296,Springfield Gardens,40.666230490368584,-73.76042092682287,Dunkin',40.66663150106728,-73.75704832782073,Donut Shop
1297,Springfield Gardens,40.666230490368584,-73.76042092682287,McDonald's,40.66522819682168,-73.75613048672676,Fast Food Restaurant
1298,Springfield Gardens,40.666230490368584,-73.76042092682287,Shell,40.66657326,-73.75793578,Gas Station
1299,Springfield Gardens,40.666230490368584,-73.76042092682287,shoe shine terminal 7,40.66640959722685,-73.76228525606581,Shoe Store
1300,Springfield Gardens,40.666230490368584,-73.76042092682287,Belt Parkway at Exit 22,40.66596373337882,-73.75796388836079,Intersection
1301,Springfield Gardens,40.666230490368584,-73.76042092682287,R Cummings Consulting Corp,40.665133,-73.76338190000001,Business Service
1302,Springfield Gardens,40.666230490368584,-73.76042092682287,Wash and Fold Super Laundry,40.66650995544271,-73.75700497349189,Laundromat
1303,Springfield Gardens,40.666230490368584,-73.76042092682287,MTA NYCT Q85 (South Conduit Ave/221 St),40.665439441433534,-73.75713999875151,Bus Station
1304,Springfield Gardens,40.666230490368584,-73.76042092682287,MTA NYCT Q3 (Farmers Blvd/145 Road),40.664722775831336,-73.76422151633592,Bus Station
1305,Springfield Gardens,40.666230490368584,-73.76042092682287,PAY-O-MATIC,40.665238369500166,-73.75551760196686,Check Cashing Service
1306,Springfield Gardens,40.666230490368584,-73.76042092682287,Great Liquors,40.66526686762279,-73.75511461002195,Liquor Store
1307,Springfield Gardens,40.666230490368584,-73.76042092682287,Crown Fried Chicken,40.66346259172003,-73.76449155708224,Fried Chicken Joint
1308,Springfield Gardens,40.666230490368584,-73.76042092682287,Butterflies,40.663410641391074,-73.76444928627939,Chinese Restaurant
1309,Cambria Heights,40.692774639160845,-73.73526873708026,Johnny's Discount Liquors,40.69458018526394,-73.73857550206552,Liquor Store
1310,Cambria Heights,40.692774639160845,-73.73526873708026,Good Taste Catering,40.69260462684047,-73.73229185680296,Caribbean Restaurant
1311,Cambria Heights,40.692774639160845,-73.73526873708026,Rite Aid,40.694289,-73.738265,Pharmacy
1312,Cambria Heights,40.692774639160845,-73.73526873708026,Brasserie Creole,40.69305616417647,-73.73389014680978,Nightclub
1313,Cambria Heights,40.692774639160845,-73.73526873708026,Yani's Dominican Beauty Salon,40.69315981942396,-73.7337381355295,Cosmetics Shop
1314,Cambria Heights,40.692774639160845,-73.73526873708026,Healthy Living Organic Food Store,40.69352,-73.73527,Health Food Store
1315,Cambria Heights,40.692774639160845,-73.73526873708026,Epi Dor Kreyol Restaurant And Bakery,40.69393616230529,-73.73704321622488,Caribbean Restaurant
1316,Cambria Heights,40.692774639160845,-73.73526873708026,gba compter repair,40.6941269872485,-73.73697426026101,Electronics Store
1317,Cambria Heights,40.692774639160845,-73.73526873708026,Inplayables,40.695005421770006,-73.7394853913801,Gym / Fitness Center
1318,Cambria Heights,40.692774639160845,-73.73526873708026,Queens Moving Companies,40.68879006197597,-73.73658657073975,Moving Target
1319,Cambria Heights,40.692774639160845,-73.73526873708026,Little Rabbit,40.695073,-73.739779,Chinese Restaurant
1320,Cambria Heights,40.692774639160845,-73.73526873708026,Tiffany's West Indian Bakery,40.692256572185975,-73.72969927346051,Bakery
1321,Rosedale,40.659816433428084,-73.73526079428278,Pa-Nash Eurosoul,40.66005079125288,-73.73978149653364,Caribbean Restaurant
1322,Rosedale,40.659816433428084,-73.73526079428278,Walgreens,40.6608506,-73.7392468,Pharmacy
1323,Rosedale,40.659816433428084,-73.73526079428278,kay jewelers,40.662392579381475,-73.73703172356586,Jewelry Store
1324,Rosedale,40.659816433428084,-73.73526079428278,SUBWAY,40.66420638085556,-73.73519403892129,Sandwich Place
1325,Rosedale,40.659816433428084,-73.73526079428278,Sunglass Hut,40.6558640122305,-73.73296328106845,Accessories Store
